topology_relationship_id	basis_component_id	basis_component_type	basis_component_role	basis_component_value	basis_component_reference	basis_component_namespace	source_assertion_id	source_identity_set_id	source_registration_unit_id	source_corpus_generation_id	resolution_status	ambiguity_status	conflict_status	lossiness_status	validation_status
topology_rel_0520108966992c391978a62f	topology_basis_067812fe81c52367e33b72c1	source_identity_set_reference	grouping_member		sis_b488b0e7a24b8aa20a4c09c4	gsc_provenance_id	ar_76b9749c5d00ec7beb1ce39b01b00a8f5dd3195bb1d40178e62713beb752f388	sis_b488b0e7a24b8aa20a4c09c4	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_0520108966992c391978a62f	topology_basis_0e0be56f97999f6696fc6dd7	source_identity_set_reference	grouping_member		sis_c020e29e67e52835e36cc5bf	gsc_provenance_id	ar_266e6354494ac1939729ddeb49e0676454acd6f9098fdd904ebb84deb006da13	sis_c020e29e67e52835e36cc5bf	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_0520108966992c391978a62f	topology_basis_105b5177f8ede4d2a67b4bf6	source_identity_set_field_value	grouping_key	identity_kind=provenance	identity_kind=provenance|participant_role=provenance|source_namespace=gsc_provenance_id					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_0520108966992c391978a62f	topology_basis_1c273f067abd31af4073413d	source_identity_set_field_value	grouping_key	source_namespace=gsc_provenance_id	identity_kind=provenance|participant_role=provenance|source_namespace=gsc_provenance_id	gsc_provenance_id				mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_0520108966992c391978a62f	topology_basis_3449bb3bc1c795c1d7deeeb9	source_identity_set_field_value	grouping_key	participant_role=provenance	identity_kind=provenance|participant_role=provenance|source_namespace=gsc_provenance_id					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_0520108966992c391978a62f	topology_basis_3d765db752203c31574bc09f	source_identity_set_reference	grouping_member		sis_1898bee5eac62c0592ad49d1	gsc_provenance_id	ar_3f83961510d57e83aaa24ca815526ac409b6f99f99a9200010aca2d0ea0f6151	sis_1898bee5eac62c0592ad49d1	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_0520108966992c391978a62f	topology_basis_7781e91d7126c00c3202f050	source_identity_set_reference	grouping_member		sis_7cedbc5eee250127972189c9	gsc_provenance_id	ar_b7b06ffb4f86388b850fc87ad681f2028771e8e216f407a5d3a195830d39f5f3	sis_7cedbc5eee250127972189c9	mark_phase3_canonical_gsc_epilepsy	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_0520108966992c391978a62f	topology_basis_c40228604cef1cd40ab31738	source_identity_set_reference	grouping_member		sis_3e4e7be8494c9a9d8388f9bc	gsc_provenance_id	ar_01023d694b99a14728d9d5686f5d87ca6ee8c55125dcdda3c6565f9df0ef1ecf	sis_3e4e7be8494c9a9d8388f9bc	mark_phase3_canonical_gsc_epilepsy	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_0520108966992c391978a62f	topology_basis_f5d8920cd3f02a15f187b933	source_identity_set_reference	grouping_member		sis_a81a34dfa1291e854f5aa725	gsc_provenance_id	ar_b1eae61a4cfaac1314915987e13aabb44ad26e5e6bbbb0c30b978fffd5c49a89	sis_a81a34dfa1291e854f5aa725	mark_phase3_canonical_gsc_epilepsy	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_05df66ae7d19f0a6522d4be6	topology_basis_0177f154f4092e1feffb825b	assertion_field_value	grouping_key	validation_status=deferred	validation_status=deferred					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_103f95022b01c3da86a623d1	topology_basis_5f8e4e4f5df4f87aade9629a	assertion_field_value	grouping_key	validation_status=supported	validation_status=supported					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_12d1a5beed9c71a4b40b44b8	topology_basis_4554dbf1393b7a77d9f7146a	assertion_field_value	grouping_key	assertion_type=variant_prioritization	assertion_type=variant_prioritization					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_15a1ef5820d122670acca282	topology_basis_1b171818f70d8fd545ed84ae	assertion_field_value	grouping_key	resolver_status=deferred	resolver_status=deferred					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_1703a748aeeadc19ef28f88a	topology_basis_e9ba006d0960eca6e2ad74e7	assertion_field_value	grouping_key	assertion_type=candidate_routing	assertion_type=candidate_routing					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_1b9fe885b0b96589c1df4a99	topology_basis_57f76407fb64c1ef2e24061b	assertion_field_value	grouping_key	assertion_type=phenotype_gene_semantic_prior	assertion_type=phenotype_gene_semantic_prior					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_1fe23d575e6fbf50274ec0bd	topology_basis_ba2807b06bc381e0f3d76812	assertion_field_value	grouping_key	relationship_class=variant_interpretation	relationship_class=variant_interpretation					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_21ac1e670d48aa86931dfb22	topology_basis_e5802cbb43ac88c30d7ef707	assertion_field_value	grouping_key	corpus_generation_id=mark_phase4_corpus_6tep_v1	corpus_generation_id=mark_phase4_corpus_6tep_v1					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_22c0fbf11476fa1e22e5a02e	topology_basis_c2c740d236f19dc236ef4876	assertion_field_value	grouping_key	resolver_status=indexed_with_note	resolver_status=indexed_with_note					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_248373b1c65a13609eadbe21	topology_basis_360b182b58d94193378b2a1d	assertion_field_value	grouping_key	assertion_type=source_gene_relationship	assertion_type=source_gene_relationship					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_250fa5ea1d0e8a8ac9c09be3	topology_basis_c511f24f8b878adfc8e14572	assertion_field_value	grouping_key	preservation_status=preserved	preservation_status=preserved					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_25f657b791e18587fc64305a	topology_basis_47df37eb300e32aa0f14b988	assertion_field_value	grouping_key	assertion_type=variant_observation	assertion_type=variant_observation					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_2723b41c9e79bcaecbf24c9c	topology_basis_6822a97133e211927901aeb9	source_identity_set_field_value	grouping_key	source_namespace=gsc_semantic_channel	identity_kind=semantic_channel|participant_role=semantic_channel|source_namespace=gsc_semantic_channel	gsc_semantic_channel				mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_2723b41c9e79bcaecbf24c9c	topology_basis_8b13733633c98df09e946628	source_identity_set_reference	grouping_member		sis_a6be0cb39e19fd7a877f5789	gsc_semantic_channel	ar_76b9749c5d00ec7beb1ce39b01b00a8f5dd3195bb1d40178e62713beb752f388	sis_a6be0cb39e19fd7a877f5789	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_2723b41c9e79bcaecbf24c9c	topology_basis_a1d58c82ae78a99973537213	source_identity_set_field_value	grouping_key	identity_kind=semantic_channel	identity_kind=semantic_channel|participant_role=semantic_channel|source_namespace=gsc_semantic_channel					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_2723b41c9e79bcaecbf24c9c	topology_basis_a9f6e5ca224d6a3f249abc4b	source_identity_set_field_value	grouping_key	participant_role=semantic_channel	identity_kind=semantic_channel|participant_role=semantic_channel|source_namespace=gsc_semantic_channel					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_2723b41c9e79bcaecbf24c9c	topology_basis_bd7bf8b942dbedddb58b08da	source_identity_set_reference	grouping_member		sis_37236d0d4a5a7551bbb08fa0	gsc_semantic_channel	ar_b7b06ffb4f86388b850fc87ad681f2028771e8e216f407a5d3a195830d39f5f3	sis_37236d0d4a5a7551bbb08fa0	mark_phase3_canonical_gsc_epilepsy	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_043f5bff974cf11d9dfab97d	source_identity_set_reference	grouping_member		sis_423c1bc901dfdace8398505a	vap_sample_id	ar_92396a374befe7c3f958ad911a6214334345e0b853a116a449e590045f04716f	sis_423c1bc901dfdace8398505a	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_0466d264b4c38b2c200b6de0	source_identity_set_reference	grouping_member		sis_1d6cba746864223a79232b34	vap_sample_id	ar_c0d841f629c817575d6c1c864c1c0ee2519300fe278390660127b2f8a8966caf	sis_1d6cba746864223a79232b34	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_0a9c55e8e8b7929302d41f37	source_identity_set_reference	grouping_member		sis_2f9c6cf6731ee978c5d7c1d8	vap_sample_id	ar_3664b859033acdddc0a78213516582dc0ff31251efedd753ebbe0cce05b8d232	sis_2f9c6cf6731ee978c5d7c1d8	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_0c3807f8e02082518a3f93f4	source_identity_set_reference	grouping_member		sis_2ae5b4e5f148c1ad4c962800	vap_sample_id	ar_495f82e875b3e1e8dc2caa922bca0b272daa4c242d7a62aae15616509ca31d68	sis_2ae5b4e5f148c1ad4c962800	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_0de2e54b41bb0b1f1717f847	source_identity_set_reference	grouping_member		sis_474e3c446e7f5548d6997a09	vap_sample_id	ar_2f4d4171bc1f184e8ab1ebfa1cdab056f204dddad8984c46b906d495690c2a83	sis_474e3c446e7f5548d6997a09	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_13c8f0fb1d3f51c58313b11b	source_identity_set_reference	grouping_member		sis_61c33eb00628f50a45367620	vap_sample_id	ar_fe242a404011f9fc256699c453053410345b009bbbd9b59856df5f9a5265c7a7	sis_61c33eb00628f50a45367620	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_193946a8cf57857278e2579d	source_identity_set_reference	grouping_member		sis_545017f6a6db5847d5d3b39b	vap_sample_id	ar_cbf12ec6a12eb2b299b95f205deb5d22bfcdf06072e6c6a2f97a722a64ffcedc	sis_545017f6a6db5847d5d3b39b	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_25ba1ea045132cfc28ea5e59	source_identity_set_field_value	grouping_key	participant_role=sample	identity_kind=sample|participant_role=sample|source_namespace=vap_sample_id					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_41195bd0851498c6c64f93ca	source_identity_set_reference	grouping_member		sis_f95d6976cbb5faf8ae564899	vap_sample_id	ar_6add977aefe38ac43fe9b5beb4279d798a1bc0d2bf16eaba7d7ed82c78ec75a2	sis_f95d6976cbb5faf8ae564899	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_477375bb61d7da3710b44a15	source_identity_set_reference	grouping_member		sis_a8ec04b31286cb333dd4fc2f	vap_sample_id	ar_a1f3bea235122e2443b0095c6c88e1987ce9d856ff5663c6777e71be7e5f1349	sis_a8ec04b31286cb333dd4fc2f	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_47b973e3c1cffff1c89fabbf	source_identity_set_reference	grouping_member		sis_3715095ee357afad89732300	vap_sample_id	ar_e1588489412735edc70d5e2d3c6f31f136571c49fc368a13f73af55631a23ea9	sis_3715095ee357afad89732300	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_512be8090da724ce10eaed8a	source_identity_set_reference	grouping_member		sis_ff111d79193606338460a8f3	vap_sample_id	ar_5f506986f6fe4b18d42ff53ed01761f79ac2e3dad4f7f52e42d86e591bc2c0f7	sis_ff111d79193606338460a8f3	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_52ef13908c4d7f29c40fad6c	source_identity_set_reference	grouping_member		sis_06bd83a566f374627b02e254	vap_sample_id	ar_b0fd3e7e6bb37d97f7629cbb0dd031b3bb12adfa910496b94ac2ddafa5c3d13b	sis_06bd83a566f374627b02e254	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_57b658baf517b6e901797f4d	source_identity_set_reference	grouping_member		sis_9f3ba26b526bb247b881da58	vap_sample_id	ar_b7757290bd7b38e32710643d16ad2d3004e2d89a716200952186a0dd3e0fa198	sis_9f3ba26b526bb247b881da58	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_60f51f1952b482919b60ccdd	source_identity_set_reference	grouping_member		sis_f0bc305fdb65c253b81ec4f2	vap_sample_id	ar_a74d9cf823c5deadeacd8476fae2f325d3c9d7e6861a56fc5dd09007d5927723	sis_f0bc305fdb65c253b81ec4f2	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_680a7309fb254175147c45c7	source_identity_set_reference	grouping_member		sis_64d363f3af5fef70dc6e767b	vap_sample_id	ar_ce5d95d28470ed056afcb8944130307bdb1465d1457f4d1cea0ab653a74c3e98	sis_64d363f3af5fef70dc6e767b	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_707d84fb3fb2df994ff0defb	source_identity_set_reference	grouping_member		sis_37b98ac562448ba1da11348d	vap_sample_id	ar_f83d0499b1443ad19e3a1cf64763954b6b470ab85c82f3e474fcc0e3c6fc98a8	sis_37b98ac562448ba1da11348d	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_72ea054d7f177ad790c88997	source_identity_set_reference	grouping_member		sis_27007fd6392972f4f326f99a	vap_sample_id	ar_4a4cc3cb97be1d05a8eff9bac8e9de86b2facf5e755923ad20eac2c503b04ccb	sis_27007fd6392972f4f326f99a	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_72ea7d31e9ebe0125dda7d79	source_identity_set_reference	grouping_member		sis_877501618dcdb70554025c7e	vap_sample_id	ar_272c698ccec0014deca9b74e6cf1f31aaf2b651103e636ba8ce2f40a3ee37029	sis_877501618dcdb70554025c7e	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_7b1543335f55cfee27cc5097	source_identity_set_reference	grouping_member		sis_9507eae248c8719db9a5c254	vap_sample_id	ar_005caf8d47105c7aa4040d5c4b4702b9ca802578eb0184b254a03110e834b808	sis_9507eae248c8719db9a5c254	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_89cab6614fb4cc6058e8edb1	source_identity_set_reference	grouping_member		sis_2f9ad1b0c706e9beac6cc418	vap_sample_id	ar_4b9cbd2119119255ce053ae1410b87bb7529c784af31c9aee23fb8017df81238	sis_2f9ad1b0c706e9beac6cc418	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_8bb8f3eaeeed09bc901e616c	source_identity_set_reference	grouping_member		sis_4a9282ad67952a4330649909	vap_sample_id	ar_f660a413440f9a43d96b4211b92d15c2a5bb682ce342be73b39982cc6342b573	sis_4a9282ad67952a4330649909	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_8d954b6a627fcb267735271e	source_identity_set_reference	grouping_member		sis_038ba5dc7eac7d9b1c79f884	vap_sample_id	ar_12b6cbf81b63f52c0bcf2954a95e3c4c95f054854abb77470414400892fd3b85	sis_038ba5dc7eac7d9b1c79f884	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_8e84aca60cf2ddbd367b4e25	source_identity_set_reference	grouping_member		sis_f1bb66e50fb4ed78cd13fcc8	vap_sample_id	ar_a35f7ca0d2c3bbc35ad21883eaf100979c4d9309ffe84de1a01c837895381e8f	sis_f1bb66e50fb4ed78cd13fcc8	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_91d711e7585c57748f6d2c18	source_identity_set_reference	grouping_member		sis_ec5475cf99ce4d4210d6cdc6	vap_sample_id	ar_a9eb6e533c78ede618f6615e2d585315bc156d0950bc27ae24945de8f3a34b3b	sis_ec5475cf99ce4d4210d6cdc6	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_a88e1234d1cd2f07fe090fc2	source_identity_set_reference	grouping_member		sis_8b2ba202411f7e3a6505aad6	vap_sample_id	ar_1e4ecc84be39c84c56b34460cb6e2e285dc9721d46e3190982516c7f2dc58972	sis_8b2ba202411f7e3a6505aad6	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_acb5d8273d2357ab4d3fe630	source_identity_set_reference	grouping_member		sis_41a75add7eef92746e0f3a70	vap_sample_id	ar_884ce3361bee7b2641855401190c77690b5aecad7d9ac797174593cb84d73a03	sis_41a75add7eef92746e0f3a70	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_b4e6f091575750f33ff9e462	source_identity_set_reference	grouping_member		sis_f7c11da09d76cb0d1877ca86	vap_sample_id	ar_1d7539bae96135844166460fb7cc0f9cf9e7000497d7e4d464cdbceb5e79bd0a	sis_f7c11da09d76cb0d1877ca86	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_b662d8d3105649cc2f7fae58	source_identity_set_reference	grouping_member		sis_3d4e4151aa8b6f7c15383f05	vap_sample_id	ar_6a395fa20c2fc96f01a41ba134561b5a1c68133a9fcd31797a935661fc27e665	sis_3d4e4151aa8b6f7c15383f05	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_c2c79bc5ab31772dcc2966a3	source_identity_set_reference	grouping_member		sis_3b12a656ca1c667b79bfcf20	vap_sample_id	ar_c915daffa16f084c26236a1da0942e68a6f6a6b638f7f4722625ab3d472a8353	sis_3b12a656ca1c667b79bfcf20	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_d487afca65667fdf70d2130d	source_identity_set_reference	grouping_member		sis_7916885782a4ea0cd95ef59f	vap_sample_id	ar_fccad91cc8c6d833f77ebfef48c19f89ac4a515c7e4592a4c9a1486a8498289b	sis_7916885782a4ea0cd95ef59f	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_d8939a76870ae42b5feee122	source_identity_set_reference	grouping_member		sis_112578dc0bd1d2ac816f6605	vap_sample_id	ar_ecfcdef501b807dfe3517e3ebd0304d7a3921907155572b27d7fb22028c5fe5a	sis_112578dc0bd1d2ac816f6605	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_e282e3c0e5f0c295b3c6fa46	source_identity_set_field_value	grouping_key	source_namespace=vap_sample_id	identity_kind=sample|participant_role=sample|source_namespace=vap_sample_id	vap_sample_id				mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_e2d6e22f10cc0fe75da0859f	source_identity_set_reference	grouping_member		sis_5aed005586155554e6e0220a	vap_sample_id	ar_f64cb4134b38291f0ac2423be52d6e3c8a7b6a56d1fce48e9a514ec08182f8bc	sis_5aed005586155554e6e0220a	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_e7d950e2893b2f5c22917c95	source_identity_set_reference	grouping_member		sis_b6e958beb9755d21a3d8218b	vap_sample_id	ar_30ed312ad799bd4af7e7e44102312c640b4cf86f452da28afc2f7b596e9ec9aa	sis_b6e958beb9755d21a3d8218b	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_e9b3474dd6c842e3615ab56c	source_identity_set_reference	grouping_member		sis_c46ad070d052e85f2a294ca7	vap_sample_id	ar_00fc74c5985776c0c8c3299612570496a09a5ba5244734786b1fcce12cb6efc3	sis_c46ad070d052e85f2a294ca7	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_ed165f4d9ca600cc0a593536	source_identity_set_reference	grouping_member		sis_1c5a0ed74f953e3d862c9289	vap_sample_id	ar_c53698934cce02719df0f674c9dccfc22b9d5c7f308082713f8fbfab5bd31c7f	sis_1c5a0ed74f953e3d862c9289	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_ed938124f8342eb6cc15df2f	source_identity_set_reference	grouping_member		sis_76775ab47a37fb3b172c9b89	vap_sample_id	ar_e06553097cd6e48f9e81d0f4d369960d0fb776c4a77b2207df990475628d10d3	sis_76775ab47a37fb3b172c9b89	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_edcd685a01e48c3708ecb07f	source_identity_set_reference	grouping_member		sis_fe64e4865fd794f6369b94a9	vap_sample_id	ar_5a034bc58fa4220b712c8054fe7b7c541004ab6bce64b6ab524df990a81b9ec1	sis_fe64e4865fd794f6369b94a9	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_f0c9e8004f8ef46574b2b850	source_identity_set_reference	grouping_member		sis_1aca2549aadf8242f5977113	vap_sample_id	ar_cbd3e38ed96d2c46e9aa0c9ef5405c31fbb27c2af9075268be2c3ff78787fe19	sis_1aca2549aadf8242f5977113	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_fc0ab39b7962459766cb3cf0	source_identity_set_reference	grouping_member		sis_75104323f062cc586484fc2e	vap_sample_id	ar_55cfadc6a1f7e794f68bc9c54f74d0891ae57cd3dc30726560af5c065ef420b1	sis_75104323f062cc586484fc2e	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_fddb3b6ff58070cd661d1ccb	source_identity_set_field_value	grouping_key	identity_kind=sample	identity_kind=sample|participant_role=sample|source_namespace=vap_sample_id					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_27a8442cff1605c9926c5834	topology_basis_ff2a5a9b926af1f34cd38e96	source_identity_set_reference	grouping_member		sis_e14cc4541b02076929543d80	vap_sample_id	ar_f2dadaa1fa45fae094cbedf90ad8df88cf5b494756e412dfb1c2e0a0591357f2	sis_e14cc4541b02076929543d80	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_29335385c412125478b5d13f	topology_basis_d7be5614282e0031195ce892	assertion_field_value	grouping_key	relationship_class=variant_normalization	relationship_class=variant_normalization					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
