topology_relationship_id	basis_component_id	basis_component_type	basis_component_role	basis_component_value	basis_component_reference	basis_component_namespace	source_assertion_id	source_identity_set_id	source_registration_unit_id	source_corpus_generation_id	resolution_status	ambiguity_status	conflict_status	lossiness_status	validation_status
topology_rel_a4aab1fc26846a1062826d36	topology_basis_ae34940d1d11bc4f032d333f	source_identity_set_reference	grouping_member		sis_0b56657978c73b40916d5567	vap_variant_id	ar_ce5d95d28470ed056afcb8944130307bdb1465d1457f4d1cea0ab653a74c3e98	sis_0b56657978c73b40916d5567	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_ae896e41dc54b609516201c0	source_identity_set_reference	grouping_member		sis_7293b3134b3e588860e2ff60	vap_variant_id	ar_3664b859033acdddc0a78213516582dc0ff31251efedd753ebbe0cce05b8d232	sis_7293b3134b3e588860e2ff60	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_aef72120fde3e7947d99eb6b	source_identity_set_reference	grouping_member		sis_dc0f6cc981c7f1e34768b27b	vap_gene_symbol	ar_b0fd3e7e6bb37d97f7629cbb0dd031b3bb12adfa910496b94ac2ddafa5c3d13b	sis_dc0f6cc981c7f1e34768b27b	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_b14bc14b237d4038004deff5	source_identity_set_reference	grouping_member		sis_26fb69ab111abbe792088369	vap_ensembl_gene_id	ar_00fc74c5985776c0c8c3299612570496a09a5ba5244734786b1fcce12cb6efc3	sis_26fb69ab111abbe792088369	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_b158ba41b1d0f2ddfcc2a1e2	source_identity_set_reference	grouping_member		sis_be15dddd3ba4f373ec499f52	vap_gene_symbol	ar_4b9cbd2119119255ce053ae1410b87bb7529c784af31c9aee23fb8017df81238	sis_be15dddd3ba4f373ec499f52	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_b191a233fc15e52757bef99f	source_identity_set_reference	grouping_member		sis_8f93dadbd49cc819cf1c57dc	vap_variant_id	ar_2f4d4171bc1f184e8ab1ebfa1cdab056f204dddad8984c46b906d495690c2a83	sis_8f93dadbd49cc819cf1c57dc	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_b19f257b59421b4b9f719359	source_identity_set_reference	grouping_member		sis_53ee947a7708dcb37004710a	vap_gene_symbol	ar_c915daffa16f084c26236a1da0942e68a6f6a6b638f7f4722625ab3d472a8353	sis_53ee947a7708dcb37004710a	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_b1db099554247d0177c2cdaa	source_identity_set_reference	grouping_member		sis_7b02a888f9ae7355a7ec2179	vap_variant_id	ar_c53698934cce02719df0f674c9dccfc22b9d5c7f308082713f8fbfab5bd31c7f	sis_7b02a888f9ae7355a7ec2179	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_b24d7af6078bfb6875b88ac6	source_identity_set_reference	grouping_member		sis_7a2a6423a52b361277325ee7	vap_gene_symbol	ar_c53698934cce02719df0f674c9dccfc22b9d5c7f308082713f8fbfab5bd31c7f	sis_7a2a6423a52b361277325ee7	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_b33f48949d4b2558a670ff2b	source_identity_set_reference	grouping_member		sis_f5fc67128a20564478eaad98	vap_gene_symbol	ar_f83d0499b1443ad19e3a1cf64763954b6b470ab85c82f3e474fcc0e3c6fc98a8	sis_f5fc67128a20564478eaad98	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_b68891a838288c8b9b07ec38	source_identity_set_reference	grouping_member		sis_e2d3c4d851d818edeae29454	gsc_source_gene_id	ar_b7b06ffb4f86388b850fc87ad681f2028771e8e216f407a5d3a195830d39f5f3	sis_e2d3c4d851d818edeae29454	mark_phase3_canonical_gsc_epilepsy	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_b7cee77c15e25014854edbcf	source_identity_set_reference	grouping_member		sis_b488b0e7a24b8aa20a4c09c4	gsc_provenance_id	ar_76b9749c5d00ec7beb1ce39b01b00a8f5dd3195bb1d40178e62713beb752f388	sis_b488b0e7a24b8aa20a4c09c4	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_b9916a086ddb56b70353bdb1	source_identity_set_reference	grouping_member		sis_1aca2549aadf8242f5977113	vap_sample_id	ar_cbd3e38ed96d2c46e9aa0c9ef5405c31fbb27c2af9075268be2c3ff78787fe19	sis_1aca2549aadf8242f5977113	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_ba6c7aac7d66eb835a244f7a	source_identity_set_reference	grouping_member		sis_85ae94e668ab655bb214aacc	vap_variant_id	ar_00fc74c5985776c0c8c3299612570496a09a5ba5244734786b1fcce12cb6efc3	sis_85ae94e668ab655bb214aacc	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_ba9d3b19961231ca2a0ea9fe	source_identity_set_reference	grouping_member		sis_3adcd1b0aa1ecc9a9682181a	gsc_ensembl_gene_id	ar_00c8309ee53ea82e7b3a6c8036dbc26d50d4c91d6c392ba279d98acced5c51d9	sis_3adcd1b0aa1ecc9a9682181a	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_bc26c0094790e4ff5b6d3c52	source_identity_set_reference	grouping_member		sis_cc1b0b11fcaa0d648f3ca371	vap_gene_symbol	ar_fe242a404011f9fc256699c453053410345b009bbbd9b59856df5f9a5265c7a7	sis_cc1b0b11fcaa0d648f3ca371	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_bcf9b9e1a231c6b4e07b74ff	source_identity_set_reference	grouping_member		sis_8b2ba202411f7e3a6505aad6	vap_sample_id	ar_1e4ecc84be39c84c56b34460cb6e2e285dc9721d46e3190982516c7f2dc58972	sis_8b2ba202411f7e3a6505aad6	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_bd2d94f5ce2be206916a3450	source_identity_set_reference	grouping_member		sis_57f3a0a9550582c19f23d714	vap_gene_symbol	ar_2f4d4171bc1f184e8ab1ebfa1cdab056f204dddad8984c46b906d495690c2a83	sis_57f3a0a9550582c19f23d714	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_bdddca52bbc94c64cbb06d3c	source_identity_set_reference	grouping_member		sis_c22c7cb51109959a4b4e283f	gsc_phenotype	ar_b7b06ffb4f86388b850fc87ad681f2028771e8e216f407a5d3a195830d39f5f3	sis_c22c7cb51109959a4b4e283f	mark_phase3_canonical_gsc_epilepsy	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_be06da937e5912f0e18d6f9d	source_identity_set_reference	grouping_member		sis_27007fd6392972f4f326f99a	vap_sample_id	ar_4a4cc3cb97be1d05a8eff9bac8e9de86b2facf5e755923ad20eac2c503b04ccb	sis_27007fd6392972f4f326f99a	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_be2401e6605a94c65023bdbb	source_identity_set_reference	grouping_member		sis_aaf75edfe7d66a69f971ab82	vap_ensembl_gene_id	ar_a74d9cf823c5deadeacd8476fae2f325d3c9d7e6861a56fc5dd09007d5927723	sis_aaf75edfe7d66a69f971ab82	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_be35aae1335c6ac5a750c881	source_identity_set_reference	grouping_member		sis_9507eae248c8719db9a5c254	vap_sample_id	ar_005caf8d47105c7aa4040d5c4b4702b9ca802578eb0184b254a03110e834b808	sis_9507eae248c8719db9a5c254	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_c0739835bbb7a416a5726f5d	source_identity_set_reference	grouping_member		sis_4a9282ad67952a4330649909	vap_sample_id	ar_f660a413440f9a43d96b4211b92d15c2a5bb682ce342be73b39982cc6342b573	sis_4a9282ad67952a4330649909	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_c0f52a727f204b7d76c1ef78	source_identity_set_reference	grouping_member		sis_43bc9912546f7b9761627564	vap_gene_symbol	ar_1e4ecc84be39c84c56b34460cb6e2e285dc9721d46e3190982516c7f2dc58972	sis_43bc9912546f7b9761627564	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_c1a8c5c91bc444dfb55c83ac	source_identity_set_reference	grouping_member		sis_f0535da34ae92977da2da109	vap_variant_id	ar_a74d9cf823c5deadeacd8476fae2f325d3c9d7e6861a56fc5dd09007d5927723	sis_f0535da34ae92977da2da109	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_c1b9562f1384c6738023f14b	source_identity_set_reference	grouping_member		sis_06b2a234031a8bea9cb9561b	gsc_gene_symbol	ar_4428bcf1b2766bcaaab80dc8230999e70300d5b16e3002c1b2415d932cbb3349	sis_06b2a234031a8bea9cb9561b	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_c449be099a2cee4c1ae35f1d	source_identity_set_reference	grouping_member		sis_dbb724d10d73b616ffeb3f55	vap_gene_symbol	ar_4a4cc3cb97be1d05a8eff9bac8e9de86b2facf5e755923ad20eac2c503b04ccb	sis_dbb724d10d73b616ffeb3f55	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_c741c6c481bc5f7d5dea9f54	source_identity_set_reference	grouping_member		sis_c059c1e2abf689079b3ed6cd	vap_ensembl_gene_id	ar_6add977aefe38ac43fe9b5beb4279d798a1bc0d2bf16eaba7d7ed82c78ec75a2	sis_c059c1e2abf689079b3ed6cd	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_c7d2888cea7d53893820364d	source_identity_set_reference	grouping_member		sis_06bd83a566f374627b02e254	vap_sample_id	ar_b0fd3e7e6bb37d97f7629cbb0dd031b3bb12adfa910496b94ac2ddafa5c3d13b	sis_06bd83a566f374627b02e254	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_c7eca6db833f52c4b362a253	source_identity_set_reference	grouping_member		sis_545017f6a6db5847d5d3b39b	vap_sample_id	ar_cbf12ec6a12eb2b299b95f205deb5d22bfcdf06072e6c6a2f97a722a64ffcedc	sis_545017f6a6db5847d5d3b39b	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_c9a34031c8147b6da89500f3	source_identity_set_reference	grouping_member		sis_ad4788e7c12d26317aa360eb	vap_ensembl_gene_id	ar_5a034bc58fa4220b712c8054fe7b7c541004ab6bce64b6ab524df990a81b9ec1	sis_ad4788e7c12d26317aa360eb	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_c9af38dba5ed3d6fcbc141a2	source_identity_set_reference	grouping_member		sis_2fe2a78e2ca9171bdc5802d2	vap_gene_symbol	ar_f64cb4134b38291f0ac2423be52d6e3c8a7b6a56d1fce48e9a514ec08182f8bc	sis_2fe2a78e2ca9171bdc5802d2	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_cbba846e296ea6d7cce842a3	source_identity_set_reference	grouping_member		sis_f1838410182aa73d38439e7e	gsc_gene_symbol	ar_3f83961510d57e83aaa24ca815526ac409b6f99f99a9200010aca2d0ea0f6151	sis_f1838410182aa73d38439e7e	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_cc0b724b504e24840dd8492f	source_identity_set_reference	grouping_member		sis_5aed005586155554e6e0220a	vap_sample_id	ar_f64cb4134b38291f0ac2423be52d6e3c8a7b6a56d1fce48e9a514ec08182f8bc	sis_5aed005586155554e6e0220a	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_cc8fc1c20ac71281e3948a93	source_identity_set_reference	grouping_member		sis_825844d0ab0d59990e671118	vap_ensembl_gene_id	ar_55cfadc6a1f7e794f68bc9c54f74d0891ae57cd3dc30726560af5c065ef420b1	sis_825844d0ab0d59990e671118	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_cd7d6c356c11c0cd39e33aa7	source_identity_set_reference	grouping_member		sis_5aeecc72d10b220c03904109	gsc_ensembl_gene_id	ar_4428bcf1b2766bcaaab80dc8230999e70300d5b16e3002c1b2415d932cbb3349	sis_5aeecc72d10b220c03904109	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_d03b10a901ceca3c1682d85c	source_identity_set_reference	grouping_member		sis_f69ef18e7bd038e43f82c562	vap_variant_id	ar_1e4ecc84be39c84c56b34460cb6e2e285dc9721d46e3190982516c7f2dc58972	sis_f69ef18e7bd038e43f82c562	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_d36863400cee9e51e00c63d6	source_identity_set_reference	grouping_member		sis_120ea2a5d0314cc7d8ba5ec8	vap_variant_id	ar_55cfadc6a1f7e794f68bc9c54f74d0891ae57cd3dc30726560af5c065ef420b1	sis_120ea2a5d0314cc7d8ba5ec8	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_d6b6f804529197cf4b66ccfb	source_identity_set_reference	grouping_member		sis_397ccae955a1ee9b79c0de53	vap_variant_id	ar_c915daffa16f084c26236a1da0942e68a6f6a6b638f7f4722625ab3d472a8353	sis_397ccae955a1ee9b79c0de53	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_d6c66f6fa9cfc2a5b8f8bf0f	source_identity_set_reference	grouping_member		sis_2f9c6cf6731ee978c5d7c1d8	vap_sample_id	ar_3664b859033acdddc0a78213516582dc0ff31251efedd753ebbe0cce05b8d232	sis_2f9c6cf6731ee978c5d7c1d8	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_d86a7e562d7f0a242b829ef9	source_identity_set_reference	grouping_member		sis_21a425dfc625c897bb71dcda	gsc_phenotype	ar_76b9749c5d00ec7beb1ce39b01b00a8f5dd3195bb1d40178e62713beb752f388	sis_21a425dfc625c897bb71dcda	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_d9d39021a8d8e63e4872e662	source_identity_set_reference	grouping_member		sis_474e3c446e7f5548d6997a09	vap_sample_id	ar_2f4d4171bc1f184e8ab1ebfa1cdab056f204dddad8984c46b906d495690c2a83	sis_474e3c446e7f5548d6997a09	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_e0012cc7fa4b701f8153d669	source_identity_set_reference	grouping_member		sis_243c9cf38576c03bdedd1c3a	vap_ensembl_gene_id	ar_f83d0499b1443ad19e3a1cf64763954b6b470ab85c82f3e474fcc0e3c6fc98a8	sis_243c9cf38576c03bdedd1c3a	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_e0de1eefc11061498926f554	source_identity_set_reference	grouping_member		sis_6648d2d91ab8e422cb9a2d4d	vap_ensembl_gene_id	ar_cbd3e38ed96d2c46e9aa0c9ef5405c31fbb27c2af9075268be2c3ff78787fe19	sis_6648d2d91ab8e422cb9a2d4d	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_e5718cfb7fafebfd1e7412b9	source_identity_set_reference	grouping_member		sis_a7aab1a3a976503d7d292c83	gsc_source_id	ar_b1eae61a4cfaac1314915987e13aabb44ad26e5e6bbbb0c30b978fffd5c49a89	sis_a7aab1a3a976503d7d292c83	mark_phase3_canonical_gsc_epilepsy	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_e6db7770d0c9cd50fe3a8fca	source_identity_set_reference	grouping_member		sis_8f33d9da06d70b9d48f2d9f6	vap_variant_id	ar_4b9cbd2119119255ce053ae1410b87bb7529c784af31c9aee23fb8017df81238	sis_8f33d9da06d70b9d48f2d9f6	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_e9405d1e1646a99d0ac6244c	source_identity_set_reference	grouping_member		sis_1898bee5eac62c0592ad49d1	gsc_provenance_id	ar_3f83961510d57e83aaa24ca815526ac409b6f99f99a9200010aca2d0ea0f6151	sis_1898bee5eac62c0592ad49d1	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_e9a7534e292b26973d93a06f	source_identity_set_reference	grouping_member		sis_17ffd89fe7ae37af6b3fdff0	gsc_source_gene_id	ar_76b9749c5d00ec7beb1ce39b01b00a8f5dd3195bb1d40178e62713beb752f388	sis_17ffd89fe7ae37af6b3fdff0	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_ea051fa34066998a05bec67b	source_identity_set_reference	grouping_member		sis_3e4e7be8494c9a9d8388f9bc	gsc_provenance_id	ar_01023d694b99a14728d9d5686f5d87ca6ee8c55125dcdda3c6565f9df0ef1ecf	sis_3e4e7be8494c9a9d8388f9bc	mark_phase3_canonical_gsc_epilepsy	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_eb6d0ec79e32228fee47decb	source_identity_set_reference	grouping_member		sis_a8ec04b31286cb333dd4fc2f	vap_sample_id	ar_a1f3bea235122e2443b0095c6c88e1987ce9d856ff5663c6777e71be7e5f1349	sis_a8ec04b31286cb333dd4fc2f	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_ef752241f446be8979f93bf9	source_identity_set_reference	grouping_member		sis_f58bb6cb582fdf7949f1c0ab	vap_gene_symbol	ar_5f506986f6fe4b18d42ff53ed01761f79ac2e3dad4f7f52e42d86e591bc2c0f7	sis_f58bb6cb582fdf7949f1c0ab	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_f04dcdc67df1ace93d6e134d	source_identity_set_reference	grouping_member		sis_95f0a2f942f33209b1925d8f	gsc_gene_symbol	ar_01023d694b99a14728d9d5686f5d87ca6ee8c55125dcdda3c6565f9df0ef1ecf	sis_95f0a2f942f33209b1925d8f	mark_phase3_canonical_gsc_epilepsy	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_f167dcaf8085aac9f1a073e7	source_identity_set_reference	grouping_member		sis_fd0ddd128426d1e221978606	vap_ensembl_gene_id	ar_30ed312ad799bd4af7e7e44102312c640b4cf86f452da28afc2f7b596e9ec9aa	sis_fd0ddd128426d1e221978606	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_f26d0ef443c3ab8db5999cf7	source_identity_set_reference	grouping_member		sis_e6a58e1d57f66318186c003c	gsc_source_gene_id	ar_266e6354494ac1939729ddeb49e0676454acd6f9098fdd904ebb84deb006da13	sis_e6a58e1d57f66318186c003c	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_f41160cd16e94f085bc6e89c	source_identity_set_reference	grouping_member		sis_b4283a42c1ea62b32c63d0fa	vap_ensembl_gene_id	ar_1e4ecc84be39c84c56b34460cb6e2e285dc9721d46e3190982516c7f2dc58972	sis_b4283a42c1ea62b32c63d0fa	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_f4ffe7d305de2b4de484d6c6	source_identity_set_reference	grouping_member		sis_00058d7dda724ab41a793ce3	gsc_ensembl_gene_id	ar_2c4dff52c01cd28bafd38cf40d1283437093a2aabcd798ef98d5971be301562c	sis_00058d7dda724ab41a793ce3	mark_phase3_canonical_gsc_epilepsy	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_f7572996247662f80a0fa10d	source_identity_set_reference	grouping_member		sis_1c5a0ed74f953e3d862c9289	vap_sample_id	ar_c53698934cce02719df0f674c9dccfc22b9d5c7f308082713f8fbfab5bd31c7f	sis_1c5a0ed74f953e3d862c9289	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_f8bfa11b74714f20f61ddd47	source_identity_set_reference	grouping_member		sis_af774d59615a986bfd323ac9	vap_variant_id	ar_cbf12ec6a12eb2b299b95f205deb5d22bfcdf06072e6c6a2f97a722a64ffcedc	sis_af774d59615a986bfd323ac9	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_f9e7b879c4f596c3465c272b	source_identity_set_reference	grouping_member		sis_7cedbc5eee250127972189c9	gsc_provenance_id	ar_b7b06ffb4f86388b850fc87ad681f2028771e8e216f407a5d3a195830d39f5f3	sis_7cedbc5eee250127972189c9	mark_phase3_canonical_gsc_epilepsy	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_fa510a2b15e4e6f23f752cb3	source_identity_set_reference	grouping_member		sis_040ba8808c913097768a0080	vap_gene_symbol	ar_f2dadaa1fa45fae094cbedf90ad8df88cf5b494756e412dfb1c2e0a0591357f2	sis_040ba8808c913097768a0080	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_a4aab1fc26846a1062826d36	topology_basis_fc50dae49f7378887e35417e	source_identity_set_reference	grouping_member		sis_711ad78b3866e29e710b9c37	vap_gene_symbol	ar_a1f3bea235122e2443b0095c6c88e1987ce9d856ff5663c6777e71be7e5f1349	sis_711ad78b3866e29e710b9c37	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
