assertion_id	source_assertion_registration_id	participant_role	participant_value	participant_source	source_identity_set_id	participant_identity_kind	participant_source_namespace	participant_count	participant_resolution_status
ar_5f506986f6fe4b18d42ff53ed01761f79ac2e3dad4f7f52e42d86e591bc2c0f7	70858da6ffb936e7c901c981570ea14fb7cc9221ee001c58ecd058099bc5a0db	gene	source_identity_set:sis_72b55b89291f2221dfb90a66	source_identity_set_reference	sis_72b55b89291f2221dfb90a66	gene	vap_ensembl_gene_id	27820	resolved_from_source_identity_set
ar_5f506986f6fe4b18d42ff53ed01761f79ac2e3dad4f7f52e42d86e591bc2c0f7	70858da6ffb936e7c901c981570ea14fb7cc9221ee001c58ecd058099bc5a0db	gene	source_identity_set:sis_f58bb6cb582fdf7949f1c0ab	source_identity_set_reference	sis_f58bb6cb582fdf7949f1c0ab	gene	vap_gene_symbol	27820	resolved_from_source_identity_set
ar_5f506986f6fe4b18d42ff53ed01761f79ac2e3dad4f7f52e42d86e591bc2c0f7	70858da6ffb936e7c901c981570ea14fb7cc9221ee001c58ecd058099bc5a0db	sample	source_identity_set:sis_ff111d79193606338460a8f3	source_identity_set_reference	sis_ff111d79193606338460a8f3	sample	vap_sample_id	1	resolved_from_source_identity_set
ar_5f506986f6fe4b18d42ff53ed01761f79ac2e3dad4f7f52e42d86e591bc2c0f7	70858da6ffb936e7c901c981570ea14fb7cc9221ee001c58ecd058099bc5a0db	variant	source_identity_set:sis_c43fdf6f14421409300b80da	source_identity_set_reference	sis_c43fdf6f14421409300b80da	variant	vap_variant_id	27820	resolved_from_source_identity_set
ar_6a395fa20c2fc96f01a41ba134561b5a1c68133a9fcd31797a935661fc27e665	e684af977a956c32cf4c806f581712618591bd137df7d892059a6ad8e9da8216	gene	source_identity_set:sis_76044808da340943a9c7a7f3	source_identity_set_reference	sis_76044808da340943a9c7a7f3	gene	vap_ensembl_gene_id	736468	resolved_from_source_identity_set
ar_6a395fa20c2fc96f01a41ba134561b5a1c68133a9fcd31797a935661fc27e665	e684af977a956c32cf4c806f581712618591bd137df7d892059a6ad8e9da8216	gene	source_identity_set:sis_b2cf59fdc5515c9f1f0f9eb2	source_identity_set_reference	sis_b2cf59fdc5515c9f1f0f9eb2	gene	vap_gene_symbol	736468	resolved_from_source_identity_set
ar_6a395fa20c2fc96f01a41ba134561b5a1c68133a9fcd31797a935661fc27e665	e684af977a956c32cf4c806f581712618591bd137df7d892059a6ad8e9da8216	sample	source_identity_set:sis_3d4e4151aa8b6f7c15383f05	source_identity_set_reference	sis_3d4e4151aa8b6f7c15383f05	sample	vap_sample_id	1	resolved_from_source_identity_set
ar_6a395fa20c2fc96f01a41ba134561b5a1c68133a9fcd31797a935661fc27e665	e684af977a956c32cf4c806f581712618591bd137df7d892059a6ad8e9da8216	variant	source_identity_set:sis_41fc67d2fb066e0588b471e2	source_identity_set_reference	sis_41fc67d2fb066e0588b471e2	variant	vap_variant_id	736468	resolved_from_source_identity_set
ar_6add977aefe38ac43fe9b5beb4279d798a1bc0d2bf16eaba7d7ed82c78ec75a2	e2e218bf501ee115a7fe83b1b41dac94268155d5c59a5ab018fb593b20dbdb60	gene	source_identity_set:sis_c059c1e2abf689079b3ed6cd	source_identity_set_reference	sis_c059c1e2abf689079b3ed6cd	gene	vap_ensembl_gene_id	878368	resolved_from_source_identity_set
ar_6add977aefe38ac43fe9b5beb4279d798a1bc0d2bf16eaba7d7ed82c78ec75a2	e2e218bf501ee115a7fe83b1b41dac94268155d5c59a5ab018fb593b20dbdb60	gene	source_identity_set:sis_ca1a56ecebffb0d95ffbce46	source_identity_set_reference	sis_ca1a56ecebffb0d95ffbce46	gene	vap_gene_symbol	878368	resolved_from_source_identity_set
ar_6add977aefe38ac43fe9b5beb4279d798a1bc0d2bf16eaba7d7ed82c78ec75a2	e2e218bf501ee115a7fe83b1b41dac94268155d5c59a5ab018fb593b20dbdb60	sample	source_identity_set:sis_f95d6976cbb5faf8ae564899	source_identity_set_reference	sis_f95d6976cbb5faf8ae564899	sample	vap_sample_id	1	resolved_from_source_identity_set
ar_6add977aefe38ac43fe9b5beb4279d798a1bc0d2bf16eaba7d7ed82c78ec75a2	e2e218bf501ee115a7fe83b1b41dac94268155d5c59a5ab018fb593b20dbdb60	variant	source_identity_set:sis_60cbca1d8b28fa99825f25fd	source_identity_set_reference	sis_60cbca1d8b28fa99825f25fd	variant	vap_variant_id	878368	resolved_from_source_identity_set
ar_76b9749c5d00ec7beb1ce39b01b00a8f5dd3195bb1d40178e62713beb752f388	43eecf1345d2adfb6cb05920b7a4f9e3a84751ac7117f093c6a07e8b4831716e	evidence_source	source_identity_set:sis_4e1669630dcf09ba61306c30	source_identity_set_reference	sis_4e1669630dcf09ba61306c30	evidence_source	gsc_source_id	3885	resolved_from_source_identity_set
ar_76b9749c5d00ec7beb1ce39b01b00a8f5dd3195bb1d40178e62713beb752f388	43eecf1345d2adfb6cb05920b7a4f9e3a84751ac7117f093c6a07e8b4831716e	gene	source_identity_set:sis_a28f23ad014b80395ba439d6	source_identity_set_reference	sis_a28f23ad014b80395ba439d6	gene	gsc_ensembl_gene_id	3885	resolved_from_source_identity_set
ar_76b9749c5d00ec7beb1ce39b01b00a8f5dd3195bb1d40178e62713beb752f388	43eecf1345d2adfb6cb05920b7a4f9e3a84751ac7117f093c6a07e8b4831716e	gene_label	source_identity_set:sis_404dbef93fe051d7845f0b36	source_identity_set_reference	sis_404dbef93fe051d7845f0b36	gene_label	gsc_gene_symbol	3885	resolved_from_source_identity_set
ar_76b9749c5d00ec7beb1ce39b01b00a8f5dd3195bb1d40178e62713beb752f388	43eecf1345d2adfb6cb05920b7a4f9e3a84751ac7117f093c6a07e8b4831716e	phenotype	source_identity_set:sis_21a425dfc625c897bb71dcda	source_identity_set_reference	sis_21a425dfc625c897bb71dcda	phenotype	gsc_phenotype	3885	resolved_from_source_identity_set
ar_76b9749c5d00ec7beb1ce39b01b00a8f5dd3195bb1d40178e62713beb752f388	43eecf1345d2adfb6cb05920b7a4f9e3a84751ac7117f093c6a07e8b4831716e	provenance	source_identity_set:sis_b488b0e7a24b8aa20a4c09c4	source_identity_set_reference	sis_b488b0e7a24b8aa20a4c09c4	provenance	gsc_provenance_id	3885	resolved_from_source_identity_set
ar_76b9749c5d00ec7beb1ce39b01b00a8f5dd3195bb1d40178e62713beb752f388	43eecf1345d2adfb6cb05920b7a4f9e3a84751ac7117f093c6a07e8b4831716e	semantic_channel	source_identity_set:sis_a6be0cb39e19fd7a877f5789	source_identity_set_reference	sis_a6be0cb39e19fd7a877f5789	semantic_channel	gsc_semantic_channel	3885	resolved_from_source_identity_set
ar_76b9749c5d00ec7beb1ce39b01b00a8f5dd3195bb1d40178e62713beb752f388	43eecf1345d2adfb6cb05920b7a4f9e3a84751ac7117f093c6a07e8b4831716e	source_gene	source_identity_set:sis_17ffd89fe7ae37af6b3fdff0	source_identity_set_reference	sis_17ffd89fe7ae37af6b3fdff0	source_gene	gsc_source_gene_id	3885	resolved_from_source_identity_set
ar_884ce3361bee7b2641855401190c77690b5aecad7d9ac797174593cb84d73a03	6e64f0af7158409348f67a1cbcf62a4545f16a8035703854faa252123744b7e0	gene	source_identity_set:sis_58734a74332e3aa7b70b656b	source_identity_set_reference	sis_58734a74332e3aa7b70b656b	gene	vap_ensembl_gene_id	27486	resolved_from_source_identity_set
ar_884ce3361bee7b2641855401190c77690b5aecad7d9ac797174593cb84d73a03	6e64f0af7158409348f67a1cbcf62a4545f16a8035703854faa252123744b7e0	gene	source_identity_set:sis_beed7b977f7086d663124f22	source_identity_set_reference	sis_beed7b977f7086d663124f22	gene	vap_gene_symbol	27486	resolved_from_source_identity_set
ar_884ce3361bee7b2641855401190c77690b5aecad7d9ac797174593cb84d73a03	6e64f0af7158409348f67a1cbcf62a4545f16a8035703854faa252123744b7e0	sample	source_identity_set:sis_41a75add7eef92746e0f3a70	source_identity_set_reference	sis_41a75add7eef92746e0f3a70	sample	vap_sample_id	1	resolved_from_source_identity_set
ar_884ce3361bee7b2641855401190c77690b5aecad7d9ac797174593cb84d73a03	6e64f0af7158409348f67a1cbcf62a4545f16a8035703854faa252123744b7e0	variant	source_identity_set:sis_8f0e52c4537035f8f1444a11	source_identity_set_reference	sis_8f0e52c4537035f8f1444a11	variant	vap_variant_id	27486	resolved_from_source_identity_set
ar_92396a374befe7c3f958ad911a6214334345e0b853a116a449e590045f04716f	c92eb1c57955adeea0855953fa874b3c2fcd663d8f6e387a34e4ddc31bce24e8	gene	source_identity_set:sis_c79055b9b9f1d5d6a51ac5c9	source_identity_set_reference	sis_c79055b9b9f1d5d6a51ac5c9	gene	vap_ensembl_gene_id	24041	resolved_from_source_identity_set
ar_92396a374befe7c3f958ad911a6214334345e0b853a116a449e590045f04716f	c92eb1c57955adeea0855953fa874b3c2fcd663d8f6e387a34e4ddc31bce24e8	gene	source_identity_set:sis_0d082a6f63bf26b229872025	source_identity_set_reference	sis_0d082a6f63bf26b229872025	gene	vap_gene_symbol	24041	resolved_from_source_identity_set
ar_92396a374befe7c3f958ad911a6214334345e0b853a116a449e590045f04716f	c92eb1c57955adeea0855953fa874b3c2fcd663d8f6e387a34e4ddc31bce24e8	sample	source_identity_set:sis_423c1bc901dfdace8398505a	source_identity_set_reference	sis_423c1bc901dfdace8398505a	sample	vap_sample_id	1	resolved_from_source_identity_set
ar_92396a374befe7c3f958ad911a6214334345e0b853a116a449e590045f04716f	c92eb1c57955adeea0855953fa874b3c2fcd663d8f6e387a34e4ddc31bce24e8	variant	source_identity_set:sis_bf9488e3b1a3951199e522a7	source_identity_set_reference	sis_bf9488e3b1a3951199e522a7	variant	vap_variant_id	24041	resolved_from_source_identity_set
ar_a1f3bea235122e2443b0095c6c88e1987ce9d856ff5663c6777e71be7e5f1349	d25d9eb852c7e8087b71c4c7288037f771a1ff314538ac287ad1980f3840327f	gene	source_identity_set:sis_44c7509c70ec25fd9b910f93	source_identity_set_reference	sis_44c7509c70ec25fd9b910f93	gene	vap_ensembl_gene_id	4636584	resolved_from_source_identity_set
ar_a1f3bea235122e2443b0095c6c88e1987ce9d856ff5663c6777e71be7e5f1349	d25d9eb852c7e8087b71c4c7288037f771a1ff314538ac287ad1980f3840327f	gene	source_identity_set:sis_711ad78b3866e29e710b9c37	source_identity_set_reference	sis_711ad78b3866e29e710b9c37	gene	vap_gene_symbol	4636584	resolved_from_source_identity_set
ar_a1f3bea235122e2443b0095c6c88e1987ce9d856ff5663c6777e71be7e5f1349	d25d9eb852c7e8087b71c4c7288037f771a1ff314538ac287ad1980f3840327f	sample	source_identity_set:sis_a8ec04b31286cb333dd4fc2f	source_identity_set_reference	sis_a8ec04b31286cb333dd4fc2f	sample	vap_sample_id	1	resolved_from_source_identity_set
ar_a1f3bea235122e2443b0095c6c88e1987ce9d856ff5663c6777e71be7e5f1349	d25d9eb852c7e8087b71c4c7288037f771a1ff314538ac287ad1980f3840327f	variant	source_identity_set:sis_cec33e159ed11a16e1253fba	source_identity_set_reference	sis_cec33e159ed11a16e1253fba	variant	vap_variant_id	4636584	resolved_from_source_identity_set
ar_a35f7ca0d2c3bbc35ad21883eaf100979c4d9309ffe84de1a01c837895381e8f	475b6c6ca95cf3e004b382164ddacf9186cf826c95ecdf43406f9c001343964c	gene	source_identity_set:sis_4bc446a0aa227e8fdf7a882a	source_identity_set_reference	sis_4bc446a0aa227e8fdf7a882a	gene	vap_ensembl_gene_id	4636584	resolved_from_source_identity_set
ar_a35f7ca0d2c3bbc35ad21883eaf100979c4d9309ffe84de1a01c837895381e8f	475b6c6ca95cf3e004b382164ddacf9186cf826c95ecdf43406f9c001343964c	gene	source_identity_set:sis_da107139bffb9a615b1f6410	source_identity_set_reference	sis_da107139bffb9a615b1f6410	gene	vap_gene_symbol	4636584	resolved_from_source_identity_set
ar_a35f7ca0d2c3bbc35ad21883eaf100979c4d9309ffe84de1a01c837895381e8f	475b6c6ca95cf3e004b382164ddacf9186cf826c95ecdf43406f9c001343964c	sample	source_identity_set:sis_f1bb66e50fb4ed78cd13fcc8	source_identity_set_reference	sis_f1bb66e50fb4ed78cd13fcc8	sample	vap_sample_id	1	resolved_from_source_identity_set
ar_a35f7ca0d2c3bbc35ad21883eaf100979c4d9309ffe84de1a01c837895381e8f	475b6c6ca95cf3e004b382164ddacf9186cf826c95ecdf43406f9c001343964c	variant	source_identity_set:sis_8b1e0b64db60a7a2cd8353c8	source_identity_set_reference	sis_8b1e0b64db60a7a2cd8353c8	variant	vap_variant_id	4636584	resolved_from_source_identity_set
ar_a74d9cf823c5deadeacd8476fae2f325d3c9d7e6861a56fc5dd09007d5927723	e92e7b8de248ac248b3193c4e2de8530631fd211d632b7c238159fcda9e96668	gene	source_identity_set:sis_aaf75edfe7d66a69f971ab82	source_identity_set_reference	sis_aaf75edfe7d66a69f971ab82	gene	vap_ensembl_gene_id	27149	resolved_from_source_identity_set
ar_a74d9cf823c5deadeacd8476fae2f325d3c9d7e6861a56fc5dd09007d5927723	e92e7b8de248ac248b3193c4e2de8530631fd211d632b7c238159fcda9e96668	gene	source_identity_set:sis_5ab8d48fe07de67c58a60cf6	source_identity_set_reference	sis_5ab8d48fe07de67c58a60cf6	gene	vap_gene_symbol	27149	resolved_from_source_identity_set
ar_a74d9cf823c5deadeacd8476fae2f325d3c9d7e6861a56fc5dd09007d5927723	e92e7b8de248ac248b3193c4e2de8530631fd211d632b7c238159fcda9e96668	sample	source_identity_set:sis_f0bc305fdb65c253b81ec4f2	source_identity_set_reference	sis_f0bc305fdb65c253b81ec4f2	sample	vap_sample_id	1	resolved_from_source_identity_set
ar_a74d9cf823c5deadeacd8476fae2f325d3c9d7e6861a56fc5dd09007d5927723	e92e7b8de248ac248b3193c4e2de8530631fd211d632b7c238159fcda9e96668	variant	source_identity_set:sis_f0535da34ae92977da2da109	source_identity_set_reference	sis_f0535da34ae92977da2da109	variant	vap_variant_id	27149	resolved_from_source_identity_set
ar_a9eb6e533c78ede618f6615e2d585315bc156d0950bc27ae24945de8f3a34b3b	7ee7c115dcba52970b553273765799cd6bfc33a5a24e4b84e4a9149b5af4fa13	gene	source_identity_set:sis_b3adcd131e398b1fc27f42e7	source_identity_set_reference	sis_b3adcd131e398b1fc27f42e7	gene	vap_ensembl_gene_id	25332	resolved_from_source_identity_set
ar_a9eb6e533c78ede618f6615e2d585315bc156d0950bc27ae24945de8f3a34b3b	7ee7c115dcba52970b553273765799cd6bfc33a5a24e4b84e4a9149b5af4fa13	gene	source_identity_set:sis_1acb8f4893beac6ac70757ad	source_identity_set_reference	sis_1acb8f4893beac6ac70757ad	gene	vap_gene_symbol	25332	resolved_from_source_identity_set
ar_a9eb6e533c78ede618f6615e2d585315bc156d0950bc27ae24945de8f3a34b3b	7ee7c115dcba52970b553273765799cd6bfc33a5a24e4b84e4a9149b5af4fa13	sample	source_identity_set:sis_ec5475cf99ce4d4210d6cdc6	source_identity_set_reference	sis_ec5475cf99ce4d4210d6cdc6	sample	vap_sample_id	1	resolved_from_source_identity_set
ar_a9eb6e533c78ede618f6615e2d585315bc156d0950bc27ae24945de8f3a34b3b	7ee7c115dcba52970b553273765799cd6bfc33a5a24e4b84e4a9149b5af4fa13	variant	source_identity_set:sis_8de1ee2792627947f804f24b	source_identity_set_reference	sis_8de1ee2792627947f804f24b	variant	vap_variant_id	25332	resolved_from_source_identity_set
ar_b0fd3e7e6bb37d97f7629cbb0dd031b3bb12adfa910496b94ac2ddafa5c3d13b	49314e9337d60b387b0dab55f4fbaea10bde2a480632139fc89e1e88834cb4b3	gene	source_identity_set:sis_53d88ac7ff7b059df717d4fd	source_identity_set_reference	sis_53d88ac7ff7b059df717d4fd	gene	vap_ensembl_gene_id	905517	resolved_from_source_identity_set
ar_b0fd3e7e6bb37d97f7629cbb0dd031b3bb12adfa910496b94ac2ddafa5c3d13b	49314e9337d60b387b0dab55f4fbaea10bde2a480632139fc89e1e88834cb4b3	gene	source_identity_set:sis_dc0f6cc981c7f1e34768b27b	source_identity_set_reference	sis_dc0f6cc981c7f1e34768b27b	gene	vap_gene_symbol	905517	resolved_from_source_identity_set
ar_b0fd3e7e6bb37d97f7629cbb0dd031b3bb12adfa910496b94ac2ddafa5c3d13b	49314e9337d60b387b0dab55f4fbaea10bde2a480632139fc89e1e88834cb4b3	sample	source_identity_set:sis_06bd83a566f374627b02e254	source_identity_set_reference	sis_06bd83a566f374627b02e254	sample	vap_sample_id	1	resolved_from_source_identity_set
ar_b0fd3e7e6bb37d97f7629cbb0dd031b3bb12adfa910496b94ac2ddafa5c3d13b	49314e9337d60b387b0dab55f4fbaea10bde2a480632139fc89e1e88834cb4b3	variant	source_identity_set:sis_daf3513079c1be9c318caa39	source_identity_set_reference	sis_daf3513079c1be9c318caa39	variant	vap_variant_id	905517	resolved_from_source_identity_set
ar_b1eae61a4cfaac1314915987e13aabb44ad26e5e6bbbb0c30b978fffd5c49a89	550655acd592399532576b4a11550e944b718b143a480c316eea2a5762317a7a	evidence_source	source_identity_set:sis_a7aab1a3a976503d7d292c83	source_identity_set_reference	sis_a7aab1a3a976503d7d292c83	evidence_source	gsc_source_id	4405	resolved_from_source_identity_set
ar_b1eae61a4cfaac1314915987e13aabb44ad26e5e6bbbb0c30b978fffd5c49a89	550655acd592399532576b4a11550e944b718b143a480c316eea2a5762317a7a	gene	source_identity_set:sis_79f3beac591b23f335e59271	source_identity_set_reference	sis_79f3beac591b23f335e59271	gene	gsc_ensembl_gene_id	4405	resolved_from_source_identity_set
ar_b1eae61a4cfaac1314915987e13aabb44ad26e5e6bbbb0c30b978fffd5c49a89	550655acd592399532576b4a11550e944b718b143a480c316eea2a5762317a7a	gene_label	source_identity_set:sis_4e8a1a45c27177b27a3724a1	source_identity_set_reference	sis_4e8a1a45c27177b27a3724a1	gene_label	gsc_gene_symbol	4405	resolved_from_source_identity_set
ar_b1eae61a4cfaac1314915987e13aabb44ad26e5e6bbbb0c30b978fffd5c49a89	550655acd592399532576b4a11550e944b718b143a480c316eea2a5762317a7a	phenotype	source_identity_set:sis_254bfe1980e88faa1fc0a2c0	source_identity_set_reference	sis_254bfe1980e88faa1fc0a2c0	phenotype	gsc_phenotype	4405	resolved_from_source_identity_set
ar_b1eae61a4cfaac1314915987e13aabb44ad26e5e6bbbb0c30b978fffd5c49a89	550655acd592399532576b4a11550e944b718b143a480c316eea2a5762317a7a	provenance	source_identity_set:sis_a81a34dfa1291e854f5aa725	source_identity_set_reference	sis_a81a34dfa1291e854f5aa725	provenance	gsc_provenance_id	4405	resolved_from_source_identity_set
ar_b1eae61a4cfaac1314915987e13aabb44ad26e5e6bbbb0c30b978fffd5c49a89	550655acd592399532576b4a11550e944b718b143a480c316eea2a5762317a7a	source_gene	source_identity_set:sis_d78cdb069b978e6e08dad4e6	source_identity_set_reference	sis_d78cdb069b978e6e08dad4e6	source_gene	gsc_source_gene_id	4398	resolved_from_source_identity_set
ar_b7757290bd7b38e32710643d16ad2d3004e2d89a716200952186a0dd3e0fa198	3bdefa41efc2b128a0bab30d8425e2ce67b56e09887d226207d258196f4c239d	gene	source_identity_set:sis_5e73e96b82a9c55353088f9c	source_identity_set_reference	sis_5e73e96b82a9c55353088f9c	gene	vap_ensembl_gene_id	4609098	resolved_from_source_identity_set
ar_b7757290bd7b38e32710643d16ad2d3004e2d89a716200952186a0dd3e0fa198	3bdefa41efc2b128a0bab30d8425e2ce67b56e09887d226207d258196f4c239d	gene	source_identity_set:sis_be4faabfd62b9f4061fe50b7	source_identity_set_reference	sis_be4faabfd62b9f4061fe50b7	gene	vap_gene_symbol	4609098	resolved_from_source_identity_set
ar_b7757290bd7b38e32710643d16ad2d3004e2d89a716200952186a0dd3e0fa198	3bdefa41efc2b128a0bab30d8425e2ce67b56e09887d226207d258196f4c239d	sample	source_identity_set:sis_9f3ba26b526bb247b881da58	source_identity_set_reference	sis_9f3ba26b526bb247b881da58	sample	vap_sample_id	1	resolved_from_source_identity_set
ar_b7757290bd7b38e32710643d16ad2d3004e2d89a716200952186a0dd3e0fa198	3bdefa41efc2b128a0bab30d8425e2ce67b56e09887d226207d258196f4c239d	variant	source_identity_set:sis_4ba468244ac0895781e4d818	source_identity_set_reference	sis_4ba468244ac0895781e4d818	variant	vap_variant_id	4609098	resolved_from_source_identity_set
ar_b7b06ffb4f86388b850fc87ad681f2028771e8e216f407a5d3a195830d39f5f3	f6ceb91c3307a0a84290cc2585c9e0b1cdc82f435e4eaff192b5c598ed445946	evidence_source	source_identity_set:sis_898e8be37a0ac6c33af73d2d	source_identity_set_reference	sis_898e8be37a0ac6c33af73d2d	evidence_source	gsc_source_id	4405	resolved_from_source_identity_set
ar_b7b06ffb4f86388b850fc87ad681f2028771e8e216f407a5d3a195830d39f5f3	f6ceb91c3307a0a84290cc2585c9e0b1cdc82f435e4eaff192b5c598ed445946	gene	source_identity_set:sis_e129e1a4a60af61497d36d1a	source_identity_set_reference	sis_e129e1a4a60af61497d36d1a	gene	gsc_ensembl_gene_id	4405	resolved_from_source_identity_set
ar_b7b06ffb4f86388b850fc87ad681f2028771e8e216f407a5d3a195830d39f5f3	f6ceb91c3307a0a84290cc2585c9e0b1cdc82f435e4eaff192b5c598ed445946	gene_label	source_identity_set:sis_0f1ba92e5a1e27dc5f0d990e	source_identity_set_reference	sis_0f1ba92e5a1e27dc5f0d990e	gene_label	gsc_gene_symbol	4405	resolved_from_source_identity_set
ar_b7b06ffb4f86388b850fc87ad681f2028771e8e216f407a5d3a195830d39f5f3	f6ceb91c3307a0a84290cc2585c9e0b1cdc82f435e4eaff192b5c598ed445946	phenotype	source_identity_set:sis_c22c7cb51109959a4b4e283f	source_identity_set_reference	sis_c22c7cb51109959a4b4e283f	phenotype	gsc_phenotype	4405	resolved_from_source_identity_set
ar_b7b06ffb4f86388b850fc87ad681f2028771e8e216f407a5d3a195830d39f5f3	f6ceb91c3307a0a84290cc2585c9e0b1cdc82f435e4eaff192b5c598ed445946	provenance	source_identity_set:sis_7cedbc5eee250127972189c9	source_identity_set_reference	sis_7cedbc5eee250127972189c9	provenance	gsc_provenance_id	4405	resolved_from_source_identity_set
ar_b7b06ffb4f86388b850fc87ad681f2028771e8e216f407a5d3a195830d39f5f3	f6ceb91c3307a0a84290cc2585c9e0b1cdc82f435e4eaff192b5c598ed445946	semantic_channel	source_identity_set:sis_37236d0d4a5a7551bbb08fa0	source_identity_set_reference	sis_37236d0d4a5a7551bbb08fa0	semantic_channel	gsc_semantic_channel	4405	resolved_from_source_identity_set
ar_b7b06ffb4f86388b850fc87ad681f2028771e8e216f407a5d3a195830d39f5f3	f6ceb91c3307a0a84290cc2585c9e0b1cdc82f435e4eaff192b5c598ed445946	source_gene	source_identity_set:sis_e2d3c4d851d818edeae29454	source_identity_set_reference	sis_e2d3c4d851d818edeae29454	source_gene	gsc_source_gene_id	4398	resolved_from_source_identity_set
ar_c0d841f629c817575d6c1c864c1c0ee2519300fe278390660127b2f8a8966caf	b319c81db89a5d4ea4f7bc450527f1ea74c058bd11174665a30872f41c457b75	gene	source_identity_set:sis_c1ba3d87cd28cdbb9e52a442	source_identity_set_reference	sis_c1ba3d87cd28cdbb9e52a442	gene	vap_ensembl_gene_id	905517	resolved_from_source_identity_set
ar_c0d841f629c817575d6c1c864c1c0ee2519300fe278390660127b2f8a8966caf	b319c81db89a5d4ea4f7bc450527f1ea74c058bd11174665a30872f41c457b75	gene	source_identity_set:sis_f97d9bfd666925fdc09a7c56	source_identity_set_reference	sis_f97d9bfd666925fdc09a7c56	gene	vap_gene_symbol	905517	resolved_from_source_identity_set
ar_c0d841f629c817575d6c1c864c1c0ee2519300fe278390660127b2f8a8966caf	b319c81db89a5d4ea4f7bc450527f1ea74c058bd11174665a30872f41c457b75	sample	source_identity_set:sis_1d6cba746864223a79232b34	source_identity_set_reference	sis_1d6cba746864223a79232b34	sample	vap_sample_id	1	resolved_from_source_identity_set
ar_c0d841f629c817575d6c1c864c1c0ee2519300fe278390660127b2f8a8966caf	b319c81db89a5d4ea4f7bc450527f1ea74c058bd11174665a30872f41c457b75	variant	source_identity_set:sis_97591fa14c65af8727c2e1a7	source_identity_set_reference	sis_97591fa14c65af8727c2e1a7	variant	vap_variant_id	905517	resolved_from_source_identity_set
ar_c2651bd4ac55176bf518bd911c740b8fcb46e1f6c11b23e894f16c2dcd7c526d	0958865944cfc4551a2a9d70cf8587a80761d10f60feaa9317c43dba3899bff3	gene	source_identity_set:sis_7412fc47d56cfeb4bf926397	source_identity_set_reference	sis_7412fc47d56cfeb4bf926397	gene	gsc_ensembl_gene_id	3543	resolved_from_source_identity_set
ar_c2651bd4ac55176bf518bd911c740b8fcb46e1f6c11b23e894f16c2dcd7c526d	0958865944cfc4551a2a9d70cf8587a80761d10f60feaa9317c43dba3899bff3	gene_label	source_identity_set:sis_2164cb8fc78d1da857441408	source_identity_set_reference	sis_2164cb8fc78d1da857441408	gene_label	gsc_gene_symbol	3543	resolved_from_source_identity_set
ar_c2651bd4ac55176bf518bd911c740b8fcb46e1f6c11b23e894f16c2dcd7c526d	0958865944cfc4551a2a9d70cf8587a80761d10f60feaa9317c43dba3899bff3	phenotype	source_identity_set:sis_259bb5ce60af87dbbcad3083	source_identity_set_reference	sis_259bb5ce60af87dbbcad3083	phenotype	gsc_phenotype	3543	resolved_from_source_identity_set
ar_c53698934cce02719df0f674c9dccfc22b9d5c7f308082713f8fbfab5bd31c7f	86f00ad2329fbc02990afa47fd3806a01ab182cd7b16e29cb5a2eb5d46ad5fe6	gene	source_identity_set:sis_c3e6c6d00ac7dd8af9068cba	source_identity_set_reference	sis_c3e6c6d00ac7dd8af9068cba	gene	vap_ensembl_gene_id	736468	resolved_from_source_identity_set
ar_c53698934cce02719df0f674c9dccfc22b9d5c7f308082713f8fbfab5bd31c7f	86f00ad2329fbc02990afa47fd3806a01ab182cd7b16e29cb5a2eb5d46ad5fe6	gene	source_identity_set:sis_7a2a6423a52b361277325ee7	source_identity_set_reference	sis_7a2a6423a52b361277325ee7	gene	vap_gene_symbol	736468	resolved_from_source_identity_set
ar_c53698934cce02719df0f674c9dccfc22b9d5c7f308082713f8fbfab5bd31c7f	86f00ad2329fbc02990afa47fd3806a01ab182cd7b16e29cb5a2eb5d46ad5fe6	sample	source_identity_set:sis_1c5a0ed74f953e3d862c9289	source_identity_set_reference	sis_1c5a0ed74f953e3d862c9289	sample	vap_sample_id	1	resolved_from_source_identity_set
ar_c53698934cce02719df0f674c9dccfc22b9d5c7f308082713f8fbfab5bd31c7f	86f00ad2329fbc02990afa47fd3806a01ab182cd7b16e29cb5a2eb5d46ad5fe6	variant	source_identity_set:sis_7b02a888f9ae7355a7ec2179	source_identity_set_reference	sis_7b02a888f9ae7355a7ec2179	variant	vap_variant_id	736468	resolved_from_source_identity_set
ar_c915daffa16f084c26236a1da0942e68a6f6a6b638f7f4722625ab3d472a8353	41477a08c4122f0577663bd1f9960a7b10a5737fc0467fff3faee3269faed1f3	gene	source_identity_set:sis_603826d4f1230f2a14822c12	source_identity_set_reference	sis_603826d4f1230f2a14822c12	gene	vap_ensembl_gene_id	710029	resolved_from_source_identity_set
ar_c915daffa16f084c26236a1da0942e68a6f6a6b638f7f4722625ab3d472a8353	41477a08c4122f0577663bd1f9960a7b10a5737fc0467fff3faee3269faed1f3	gene	source_identity_set:sis_53ee947a7708dcb37004710a	source_identity_set_reference	sis_53ee947a7708dcb37004710a	gene	vap_gene_symbol	710029	resolved_from_source_identity_set
