source_identity_set_id	assertion_id	source_assertion_registration_id	registration_unit_id	identity_kind	participant_role	source_namespace	source_identity_count
sis_259bb5ce60af87dbbcad3083	ar_c2651bd4ac55176bf518bd911c740b8fcb46e1f6c11b23e894f16c2dcd7c526d	0958865944cfc4551a2a9d70cf8587a80761d10f60feaa9317c43dba3899bff3	mark_phase3_canonical_gsc_epilepsy	phenotype	phenotype	gsc_phenotype	3543
sis_c3e6c6d00ac7dd8af9068cba	ar_c53698934cce02719df0f674c9dccfc22b9d5c7f308082713f8fbfab5bd31c7f	86f00ad2329fbc02990afa47fd3806a01ab182cd7b16e29cb5a2eb5d46ad5fe6	mark_phase3_canonical_vap_median_ERR10619300	gene	gene	vap_ensembl_gene_id	736468
sis_7a2a6423a52b361277325ee7	ar_c53698934cce02719df0f674c9dccfc22b9d5c7f308082713f8fbfab5bd31c7f	86f00ad2329fbc02990afa47fd3806a01ab182cd7b16e29cb5a2eb5d46ad5fe6	mark_phase3_canonical_vap_median_ERR10619300	gene	gene	vap_gene_symbol	736468
sis_1c5a0ed74f953e3d862c9289	ar_c53698934cce02719df0f674c9dccfc22b9d5c7f308082713f8fbfab5bd31c7f	86f00ad2329fbc02990afa47fd3806a01ab182cd7b16e29cb5a2eb5d46ad5fe6	mark_phase3_canonical_vap_median_ERR10619300	sample	sample	vap_sample_id	1
sis_7b02a888f9ae7355a7ec2179	ar_c53698934cce02719df0f674c9dccfc22b9d5c7f308082713f8fbfab5bd31c7f	86f00ad2329fbc02990afa47fd3806a01ab182cd7b16e29cb5a2eb5d46ad5fe6	mark_phase3_canonical_vap_median_ERR10619300	variant	variant	vap_variant_id	736468
sis_603826d4f1230f2a14822c12	ar_c915daffa16f084c26236a1da0942e68a6f6a6b638f7f4722625ab3d472a8353	41477a08c4122f0577663bd1f9960a7b10a5737fc0467fff3faee3269faed1f3	mark_phase3_canonical_vap_median_ERR10619300	gene	gene	vap_ensembl_gene_id	710029
sis_53ee947a7708dcb37004710a	ar_c915daffa16f084c26236a1da0942e68a6f6a6b638f7f4722625ab3d472a8353	41477a08c4122f0577663bd1f9960a7b10a5737fc0467fff3faee3269faed1f3	mark_phase3_canonical_vap_median_ERR10619300	gene	gene	vap_gene_symbol	710029
sis_3b12a656ca1c667b79bfcf20	ar_c915daffa16f084c26236a1da0942e68a6f6a6b638f7f4722625ab3d472a8353	41477a08c4122f0577663bd1f9960a7b10a5737fc0467fff3faee3269faed1f3	mark_phase3_canonical_vap_median_ERR10619300	sample	sample	vap_sample_id	1
sis_397ccae955a1ee9b79c0de53	ar_c915daffa16f084c26236a1da0942e68a6f6a6b638f7f4722625ab3d472a8353	41477a08c4122f0577663bd1f9960a7b10a5737fc0467fff3faee3269faed1f3	mark_phase3_canonical_vap_median_ERR10619300	variant	variant	vap_variant_id	710029
sis_6648d2d91ab8e422cb9a2d4d	ar_cbd3e38ed96d2c46e9aa0c9ef5405c31fbb27c2af9075268be2c3ff78787fe19	5930a5267626ae712f74c50433eba47daf2f83b81675f9805150fb90c61ef3dc	mark_phase3_canonical_vap_hg002	gene	gene	vap_ensembl_gene_id	4636584
sis_b608c4b777334032d8de1a73	ar_cbd3e38ed96d2c46e9aa0c9ef5405c31fbb27c2af9075268be2c3ff78787fe19	5930a5267626ae712f74c50433eba47daf2f83b81675f9805150fb90c61ef3dc	mark_phase3_canonical_vap_hg002	gene	gene	vap_gene_symbol	4636584
sis_1aca2549aadf8242f5977113	ar_cbd3e38ed96d2c46e9aa0c9ef5405c31fbb27c2af9075268be2c3ff78787fe19	5930a5267626ae712f74c50433eba47daf2f83b81675f9805150fb90c61ef3dc	mark_phase3_canonical_vap_hg002	sample	sample	vap_sample_id	1
sis_0f2119559af9d8154fbcb8b6	ar_cbd3e38ed96d2c46e9aa0c9ef5405c31fbb27c2af9075268be2c3ff78787fe19	5930a5267626ae712f74c50433eba47daf2f83b81675f9805150fb90c61ef3dc	mark_phase3_canonical_vap_hg002	variant	variant	vap_variant_id	4636584
sis_c018597e5681220653df5414	ar_cbf12ec6a12eb2b299b95f205deb5d22bfcdf06072e6c6a2f97a722a64ffcedc	1abb4d7ce65e4cf6f1bfaf0597d6874c7f2e1881bd9ea0f6842be5b6f90129d0	mark_phase3_canonical_vap_q3_ERR10619225	gene	gene	vap_ensembl_gene_id	757635
sis_41d010435acef69bfbad8f1c	ar_cbf12ec6a12eb2b299b95f205deb5d22bfcdf06072e6c6a2f97a722a64ffcedc	1abb4d7ce65e4cf6f1bfaf0597d6874c7f2e1881bd9ea0f6842be5b6f90129d0	mark_phase3_canonical_vap_q3_ERR10619225	gene	gene	vap_gene_symbol	757635
sis_545017f6a6db5847d5d3b39b	ar_cbf12ec6a12eb2b299b95f205deb5d22bfcdf06072e6c6a2f97a722a64ffcedc	1abb4d7ce65e4cf6f1bfaf0597d6874c7f2e1881bd9ea0f6842be5b6f90129d0	mark_phase3_canonical_vap_q3_ERR10619225	sample	sample	vap_sample_id	1
sis_af774d59615a986bfd323ac9	ar_cbf12ec6a12eb2b299b95f205deb5d22bfcdf06072e6c6a2f97a722a64ffcedc	1abb4d7ce65e4cf6f1bfaf0597d6874c7f2e1881bd9ea0f6842be5b6f90129d0	mark_phase3_canonical_vap_q3_ERR10619225	variant	variant	vap_variant_id	757635
sis_81457b34b5bc20c7fe541071	ar_ce5d95d28470ed056afcb8944130307bdb1465d1457f4d1cea0ab653a74c3e98	ff69f82548a53438b765e820b88fbbff611ba0a231499ff2d0014ffbbd5de14c	mark_phase3_canonical_vap_q1_ERR10619212	gene	gene	vap_ensembl_gene_id	905517
sis_014a81c6e1da6cd6d0ec9c74	ar_ce5d95d28470ed056afcb8944130307bdb1465d1457f4d1cea0ab653a74c3e98	ff69f82548a53438b765e820b88fbbff611ba0a231499ff2d0014ffbbd5de14c	mark_phase3_canonical_vap_q1_ERR10619212	gene	gene	vap_gene_symbol	905517
sis_64d363f3af5fef70dc6e767b	ar_ce5d95d28470ed056afcb8944130307bdb1465d1457f4d1cea0ab653a74c3e98	ff69f82548a53438b765e820b88fbbff611ba0a231499ff2d0014ffbbd5de14c	mark_phase3_canonical_vap_q1_ERR10619212	sample	sample	vap_sample_id	1
sis_0b56657978c73b40916d5567	ar_ce5d95d28470ed056afcb8944130307bdb1465d1457f4d1cea0ab653a74c3e98	ff69f82548a53438b765e820b88fbbff611ba0a231499ff2d0014ffbbd5de14c	mark_phase3_canonical_vap_q1_ERR10619212	variant	variant	vap_variant_id	905517
sis_54a7e761537e7b1ceeef8096	ar_e06553097cd6e48f9e81d0f4d369960d0fb776c4a77b2207df990475628d10d3	a4ce5c1bb4fd316533fe8729f0c0bac7b8cfb570b76ef93f22fd714c93dc6775	mark_phase3_canonical_vap_median_ERR10619300	gene	gene	vap_ensembl_gene_id	736468
sis_4ee0915dd2e97c9b8e3df380	ar_e06553097cd6e48f9e81d0f4d369960d0fb776c4a77b2207df990475628d10d3	a4ce5c1bb4fd316533fe8729f0c0bac7b8cfb570b76ef93f22fd714c93dc6775	mark_phase3_canonical_vap_median_ERR10619300	gene	gene	vap_gene_symbol	736468
sis_76775ab47a37fb3b172c9b89	ar_e06553097cd6e48f9e81d0f4d369960d0fb776c4a77b2207df990475628d10d3	a4ce5c1bb4fd316533fe8729f0c0bac7b8cfb570b76ef93f22fd714c93dc6775	mark_phase3_canonical_vap_median_ERR10619300	sample	sample	vap_sample_id	1
sis_2ea686c56edc5979df63e704	ar_e06553097cd6e48f9e81d0f4d369960d0fb776c4a77b2207df990475628d10d3	a4ce5c1bb4fd316533fe8729f0c0bac7b8cfb570b76ef93f22fd714c93dc6775	mark_phase3_canonical_vap_median_ERR10619300	variant	variant	vap_variant_id	736468
sis_e6185ad854d2f2a7b92ce484	ar_e1588489412735edc70d5e2d3c6f31f136571c49fc368a13f73af55631a23ea9	e3d41e96f669bb5f94bec232c344504d9d110df37c14fc0d3f4416a1e5cabf34	mark_phase3_canonical_vap_q3_ERR10619225	gene	gene	vap_ensembl_gene_id	757635
sis_36feab911274f9e8dea54b28	ar_e1588489412735edc70d5e2d3c6f31f136571c49fc368a13f73af55631a23ea9	e3d41e96f669bb5f94bec232c344504d9d110df37c14fc0d3f4416a1e5cabf34	mark_phase3_canonical_vap_q3_ERR10619225	gene	gene	vap_gene_symbol	757635
sis_3715095ee357afad89732300	ar_e1588489412735edc70d5e2d3c6f31f136571c49fc368a13f73af55631a23ea9	e3d41e96f669bb5f94bec232c344504d9d110df37c14fc0d3f4416a1e5cabf34	mark_phase3_canonical_vap_q3_ERR10619225	sample	sample	vap_sample_id	1
sis_7e97612ac56f58f89d4b57bb	ar_e1588489412735edc70d5e2d3c6f31f136571c49fc368a13f73af55631a23ea9	e3d41e96f669bb5f94bec232c344504d9d110df37c14fc0d3f4416a1e5cabf34	mark_phase3_canonical_vap_q3_ERR10619225	variant	variant	vap_variant_id	757635
sis_6c857f75fa40170ef03f3172	ar_ecfcdef501b807dfe3517e3ebd0304d7a3921907155572b27d7fb22028c5fe5a	f75e9be2d136e2cef23114fc55736d8313025b0dba3cc8b6dfd83e96a226ff6d	mark_phase3_canonical_vap_q1_ERR10619212	gene	gene	vap_ensembl_gene_id	24592
sis_d4d8c1b292b1d9504f7ad2a8	ar_ecfcdef501b807dfe3517e3ebd0304d7a3921907155572b27d7fb22028c5fe5a	f75e9be2d136e2cef23114fc55736d8313025b0dba3cc8b6dfd83e96a226ff6d	mark_phase3_canonical_vap_q1_ERR10619212	gene	gene	vap_gene_symbol	24592
sis_112578dc0bd1d2ac816f6605	ar_ecfcdef501b807dfe3517e3ebd0304d7a3921907155572b27d7fb22028c5fe5a	f75e9be2d136e2cef23114fc55736d8313025b0dba3cc8b6dfd83e96a226ff6d	mark_phase3_canonical_vap_q1_ERR10619212	sample	sample	vap_sample_id	1
sis_feeb82c821437afda7fbf79b	ar_ecfcdef501b807dfe3517e3ebd0304d7a3921907155572b27d7fb22028c5fe5a	f75e9be2d136e2cef23114fc55736d8313025b0dba3cc8b6dfd83e96a226ff6d	mark_phase3_canonical_vap_q1_ERR10619212	variant	variant	vap_variant_id	24592
sis_65e7869f7fc474b5bc76a08f	ar_f2dadaa1fa45fae094cbedf90ad8df88cf5b494756e412dfb1c2e0a0591357f2	978c99e62cc4d19e2114fe047db489d242a17e1fb99592182840714d934a0dcc	mark_phase3_canonical_vap_hg002	gene	gene	vap_ensembl_gene_id	24278
sis_040ba8808c913097768a0080	ar_f2dadaa1fa45fae094cbedf90ad8df88cf5b494756e412dfb1c2e0a0591357f2	978c99e62cc4d19e2114fe047db489d242a17e1fb99592182840714d934a0dcc	mark_phase3_canonical_vap_hg002	gene	gene	vap_gene_symbol	24278
sis_e14cc4541b02076929543d80	ar_f2dadaa1fa45fae094cbedf90ad8df88cf5b494756e412dfb1c2e0a0591357f2	978c99e62cc4d19e2114fe047db489d242a17e1fb99592182840714d934a0dcc	mark_phase3_canonical_vap_hg002	sample	sample	vap_sample_id	1
sis_393d242c65c3805232881a7a	ar_f2dadaa1fa45fae094cbedf90ad8df88cf5b494756e412dfb1c2e0a0591357f2	978c99e62cc4d19e2114fe047db489d242a17e1fb99592182840714d934a0dcc	mark_phase3_canonical_vap_hg002	variant	variant	vap_variant_id	24278
sis_1d923391c5cb91f503b6abf3	ar_f64cb4134b38291f0ac2423be52d6e3c8a7b6a56d1fce48e9a514ec08182f8bc	58c35f979a9bd5d231eaf3d5b901b09d8a42d2f90dad8ecb1388dd3891a07b34	mark_phase3_canonical_vap_q3_ERR10619225	gene	gene	vap_ensembl_gene_id	729815
sis_2fe2a78e2ca9171bdc5802d2	ar_f64cb4134b38291f0ac2423be52d6e3c8a7b6a56d1fce48e9a514ec08182f8bc	58c35f979a9bd5d231eaf3d5b901b09d8a42d2f90dad8ecb1388dd3891a07b34	mark_phase3_canonical_vap_q3_ERR10619225	gene	gene	vap_gene_symbol	729815
sis_5aed005586155554e6e0220a	ar_f64cb4134b38291f0ac2423be52d6e3c8a7b6a56d1fce48e9a514ec08182f8bc	58c35f979a9bd5d231eaf3d5b901b09d8a42d2f90dad8ecb1388dd3891a07b34	mark_phase3_canonical_vap_q3_ERR10619225	sample	sample	vap_sample_id	1
sis_6b698f4656ac2e303d42b42a	ar_f64cb4134b38291f0ac2423be52d6e3c8a7b6a56d1fce48e9a514ec08182f8bc	58c35f979a9bd5d231eaf3d5b901b09d8a42d2f90dad8ecb1388dd3891a07b34	mark_phase3_canonical_vap_q3_ERR10619225	variant	variant	vap_variant_id	729815
sis_d947efadafe2f6dfac5757c1	ar_f660a413440f9a43d96b4211b92d15c2a5bb682ce342be73b39982cc6342b573	8165c60c68841844dcfcb6371f6afcc38e9b0bad787ab3be49e5c281e7b9cf3e	mark_phase3_canonical_vap_q1_ERR10619212	gene	gene	vap_ensembl_gene_id	905517
sis_8b797723df0120131409a11d	ar_f660a413440f9a43d96b4211b92d15c2a5bb682ce342be73b39982cc6342b573	8165c60c68841844dcfcb6371f6afcc38e9b0bad787ab3be49e5c281e7b9cf3e	mark_phase3_canonical_vap_q1_ERR10619212	gene	gene	vap_gene_symbol	905517
sis_4a9282ad67952a4330649909	ar_f660a413440f9a43d96b4211b92d15c2a5bb682ce342be73b39982cc6342b573	8165c60c68841844dcfcb6371f6afcc38e9b0bad787ab3be49e5c281e7b9cf3e	mark_phase3_canonical_vap_q1_ERR10619212	sample	sample	vap_sample_id	1
sis_04f08a7eab0ccc0e1f06dbd9	ar_f660a413440f9a43d96b4211b92d15c2a5bb682ce342be73b39982cc6342b573	8165c60c68841844dcfcb6371f6afcc38e9b0bad787ab3be49e5c281e7b9cf3e	mark_phase3_canonical_vap_q1_ERR10619212	variant	variant	vap_variant_id	905517
sis_243c9cf38576c03bdedd1c3a	ar_f83d0499b1443ad19e3a1cf64763954b6b470ab85c82f3e474fcc0e3c6fc98a8	5fecbfcbefe2259a8aefebbf729bf3d5b5449032d08d40dc96d57afede0d5457	mark_phase3_canonical_vap_median_ERR10619300	gene	gene	vap_ensembl_gene_id	26439
sis_f5fc67128a20564478eaad98	ar_f83d0499b1443ad19e3a1cf64763954b6b470ab85c82f3e474fcc0e3c6fc98a8	5fecbfcbefe2259a8aefebbf729bf3d5b5449032d08d40dc96d57afede0d5457	mark_phase3_canonical_vap_median_ERR10619300	gene	gene	vap_gene_symbol	26439
sis_37b98ac562448ba1da11348d	ar_f83d0499b1443ad19e3a1cf64763954b6b470ab85c82f3e474fcc0e3c6fc98a8	5fecbfcbefe2259a8aefebbf729bf3d5b5449032d08d40dc96d57afede0d5457	mark_phase3_canonical_vap_median_ERR10619300	sample	sample	vap_sample_id	1
sis_269e11d4583e34254693ec1a	ar_f83d0499b1443ad19e3a1cf64763954b6b470ab85c82f3e474fcc0e3c6fc98a8	5fecbfcbefe2259a8aefebbf729bf3d5b5449032d08d40dc96d57afede0d5457	mark_phase3_canonical_vap_median_ERR10619300	variant	variant	vap_variant_id	26439
sis_69db0277881dc7489c2c527f	ar_fccad91cc8c6d833f77ebfef48c19f89ac4a515c7e4592a4c9a1486a8498289b	0fd2114955425d2175ce5f3753d31979f95b8da04a445a238796d26be3cbd1b4	mark_phase3_canonical_vap_hg002	gene	gene	vap_ensembl_gene_id	4636584
sis_0a135df1ebe7f8260f79c3a7	ar_fccad91cc8c6d833f77ebfef48c19f89ac4a515c7e4592a4c9a1486a8498289b	0fd2114955425d2175ce5f3753d31979f95b8da04a445a238796d26be3cbd1b4	mark_phase3_canonical_vap_hg002	gene	gene	vap_gene_symbol	4636584
sis_7916885782a4ea0cd95ef59f	ar_fccad91cc8c6d833f77ebfef48c19f89ac4a515c7e4592a4c9a1486a8498289b	0fd2114955425d2175ce5f3753d31979f95b8da04a445a238796d26be3cbd1b4	mark_phase3_canonical_vap_hg002	sample	sample	vap_sample_id	1
sis_4130442758963a61825d9281	ar_fccad91cc8c6d833f77ebfef48c19f89ac4a515c7e4592a4c9a1486a8498289b	0fd2114955425d2175ce5f3753d31979f95b8da04a445a238796d26be3cbd1b4	mark_phase3_canonical_vap_hg002	variant	variant	vap_variant_id	4636584
sis_3783dbeddbc469549b296e5c	ar_fe242a404011f9fc256699c453053410345b009bbbd9b59856df5f9a5265c7a7	26424ec263c1efc0e86f36c7e442a629bb6437d921e72b972c5097a8fd387b25	mark_phase3_canonical_vap_q1_ERR10619212	gene	gene	vap_ensembl_gene_id	905517
sis_cc1b0b11fcaa0d648f3ca371	ar_fe242a404011f9fc256699c453053410345b009bbbd9b59856df5f9a5265c7a7	26424ec263c1efc0e86f36c7e442a629bb6437d921e72b972c5097a8fd387b25	mark_phase3_canonical_vap_q1_ERR10619212	gene	gene	vap_gene_symbol	905517
sis_61c33eb00628f50a45367620	ar_fe242a404011f9fc256699c453053410345b009bbbd9b59856df5f9a5265c7a7	26424ec263c1efc0e86f36c7e442a629bb6437d921e72b972c5097a8fd387b25	mark_phase3_canonical_vap_q1_ERR10619212	sample	sample	vap_sample_id	1
sis_b76936f3866639937b5cffcd	ar_fe242a404011f9fc256699c453053410345b009bbbd9b59856df5f9a5265c7a7	26424ec263c1efc0e86f36c7e442a629bb6437d921e72b972c5097a8fd387b25	mark_phase3_canonical_vap_q1_ERR10619212	variant	variant	vap_variant_id	905517
